Product_Name,Material,Category,Region,Size(cm),Weight(g),Description_Keywords,Price(INR),Image_URL
Kalamkari Saree,Palm Leaf,Accessories,Haryana,81x30x5,754,"classic finish, tribal, handcrafted",7216,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kalamkari+Saree
Handwoven Carpet,Wood,Clothing,Punjab,28x64x27,2919,"tribal, lacquered, hand-painted",5662,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handwoven+Carpet
Phulkari Dupatta,Stone,Furniture Miniature,West Bengal,75x54x54,2823,"sustainable, durable, eco-friendly",613,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Phulkari+Dupatta
Clay Diya Set,Cotton,Kids Toy,Uttar Pradesh,34x26x60,1943,"minimal design, vibrant, premium",12070,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Clay+Diya+Set
Blue Pottery Plate,Stone,Kitchenware,Chhattisgarh,66x17x39,1160,"eco-friendly, premium, natural dyes",14676,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Blue+Pottery+Plate
Cane Chair Miniature,Silk,Stationery,Punjab,69x63x15,2839,"handcrafted, premium, embroidery",2158,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Cane+Chair+Miniature
Paper Mache Box,Clay,Home Decor,Gujarat,53x49x55,2166,"minimal design, eco-friendly, handcrafted",1912,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Paper+Mache+Box
Lippan Art Frame,Leather,Decor,West Bengal,83x52x46,3623,"vibrant, unique design, tribal",8210,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Lippan+Art+Frame
Pashmina Shawl,Pashmina Wool,Home Decor,Chhattisgarh,82x100x49,2907,"lacquered, tribal, handcrafted",3908,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Pashmina+Shawl
Wood Carved Elephant,Palm Leaf,Decor,Goa,82x20x5,367,"boho style, eco-friendly, hand-painted",9008,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Wood+Carved+Elephant
Handwoven Carpet,Canvas,Spiritual Item,Gujarat,57x51x43,4901,"minimal design, sustainable, natural dyes",14631,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handwoven+Carpet
Handwoven Carpet,Organic Cotton,Kids Toy,Haryana,53x96x24,3543,"boho style, minimal design, durable",7324,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handwoven+Carpet
Warli Art Canvas,Organic Cotton,Accessories,Bihar,51x72x47,4945,"tribal, hand-painted, premium",13385,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Warli+Art+Canvas
Kolhapuri Chappal,Quartz,Festive Item,Maharashtra,100x84x25,4979,"handcrafted, classic finish, premium",5685,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kolhapuri+Chappal
Madhubani Painting,Clay,Bags,Kashmir,15x65x10,3677,"classic finish, eco-friendly, unique design",13437,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Madhubani+Painting
Brass Puja Thali,Clay,Footwear,Kashmir,26x88x38,2103,"eco-friendly, heritage craft, handcrafted",7398,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Brass+Puja+Thali
Zari Work Blouse,Wool,Kitchenware,Goa,89x88x59,355,"eco-friendly, minimal design, unique design",10612,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Zari+Work+Blouse
Wooden Keychain,Cotton Rope,Decor,Gujarat,100x52x19,4860,"natural dyes, sustainable, heritage craft",7370,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Wooden+Keychain
Handloom Scarf,Pashmina Wool,Jewellery,Haryana,51x41x48,4598,"vibrant, cultural, traditional",11970,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handloom+Scarf
Terracotta Planter,Wool,Wall Art,Kashmir,10x73x32,2173,"lacquered, tribal, woven",4338,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Terracotta+Planter
Wooden Spice Box,Clay,Festive Item,Haryana,29x83x57,1740,"natural dyes, lacquered, woven",8568,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Wooden+Spice+Box
Palm Leaf Box,Copper,Clothing,Kerala,90x39x59,2360,"minimal design, unique design, handcrafted",4303,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Palm+Leaf+Box
Paper Mache Box,Marble,Spiritual Item,Kashmir,23x27x45,3970,"vibrant, heritage craft, tribal",10328,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Paper+Mache+Box
Copper Bottle,Organic Cotton,Decor,Tamil Nadu,44x86x19,476,"tribal, premium, handcrafted",741,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Copper+Bottle
Wooden Spice Box,Clay,Festive Item,Kashmir,19x36x29,2863,"handcrafted, minimal design, artisan made",10166,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Wooden+Spice+Box
Bamboo Basket,Cotton,Kitchenware,Punjab,78x53x50,3956,"natural dyes, heritage craft, minimal design",13577,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Bamboo+Basket
Channapatna Toy,Leather,Furniture Miniature,Haryana,21x36x55,1571,"handcrafted, unique design, vibrant",9093,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Channapatna+Toy
Zari Work Blouse,Cane,Kids Toy,Assam,62x84x9,1982,"minimal design, hand-painted, natural dyes",3221,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Zari+Work+Blouse
Jute Handbag,Organic Cotton,Furniture Miniature,Rajasthan,79x69x34,2971,"embroidery, durable, lacquered",10694,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Jute+Handbag
Handloom Kurta,Marble,Decor,Haryana,60x24x40,1761,"hand-painted, artisan made, classic finish",367,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handloom+Kurta
Dhokra Figurine,Silk,Clothing,Maharashtra,31x49x26,2514,"traditional, heritage craft, tribal",10360,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Dhokra+Figurine
Jute Handbag,Cotton Rope,Home Decor,Tamil Nadu,14x52x10,4518,"vibrant, lacquered, classic finish",12333,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Jute+Handbag
Tribal Art Mask,Wood,Furniture Miniature,Kashmir,45x24x38,2371,"artisan made, natural dyes, hand-painted",11802,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Tribal+Art+Mask
Banarasi Silk Saree,Cotton,Furniture Miniature,Gujarat,40x75x12,4047,"natural dyes, artisan made, sustainable",8702,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Banarasi+Silk+Saree
Kalamkari Saree,Cane,Wall Art,Tamil Nadu,88x53x31,1462,"classic finish, cultural, sustainable",7560,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kalamkari+Saree
Wooden Spice Box,Stone,Wall Art,Delhi,15x89x52,4860,"eco-friendly, artisan made, unique design",14184,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Wooden+Spice+Box
Terracotta Pot,Leather,Kids Toy,Tamil Nadu,41x22x29,4880,"unique design, tribal, heritage craft",12830,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Terracotta+Pot
Bandhani Dupatta,Clay,Accessories,Tamil Nadu,22x13x21,472,"artisan made, lacquered, unique design",12241,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Bandhani+Dupatta
Terracotta Jewellery,Cane,Kids Toy,West Bengal,66x76x53,4358,"traditional, woven, classic finish",3019,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Terracotta+Jewellery
Dhokra Figurine,Cotton,Furniture Miniature,Haryana,89x75x33,1102,"cultural, natural dyes, woven",909,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Dhokra+Figurine
Brass Idol,Wool,Bags,Delhi,42x26x48,2638,"cultural, sustainable, artisan made",5269,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Brass+Idol
Woolen Shawl,Quartz,Stationery,Assam,54x93x36,2250,"vibrant, woven, minimal design",4927,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Woolen+Shawl
Brass Puja Thali,Clay,Home Decor,Kerala,80x97x47,1677,"heritage craft, sustainable, embroidery",3783,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Brass+Puja+Thali
Macrame Wall Hanging,Wood,Home Decor,Tamil Nadu,48x39x6,4157,"traditional, durable, unique design",2362,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Macrame+Wall+Hanging
Kolhapuri Chappal,Paper Mache,Kids Toy,Haryana,70x16x37,4873,"woven, lacquered, heritage craft",3665,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kolhapuri+Chappal
Dhokra Figurine,Bamboo,Kids Toy,Maharashtra,76x63x39,2476,"handcrafted, hand-painted, minimal design",8049,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Dhokra+Figurine
Handloom Kurta,Organic Cotton,Clothing,Bihar,88x59x58,4220,"tribal, vibrant, woven",6216,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handloom+Kurta
Hand-painted Kettle,Cotton,Home Decor,Assam,81x89x6,1952,"sustainable, woven, traditional",8042,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Hand-painted+Kettle
Copper Mug,Cotton Rope,Wall Art,Kerala,100x40x45,3111,"cultural, embroidery, sustainable",5798,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Copper+Mug
Channapatna Toy,Cotton,Clothing,Goa,47x25x26,1753,"durable, embroidery, unique design",8276,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Channapatna+Toy
Channapatna Toy,Stone,Decor,West Bengal,12x95x48,1222,"classic finish, boho style, unique design",8384,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Channapatna+Toy
Paper Mache Box,Cane,Footwear,Goa,51x63x7,3510,"tribal, hand-painted, vibrant",7380,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Paper+Mache+Box
Copper Mug,Canvas,Home Decor,Haryana,89x16x6,4816,"woven, cultural, boho style",886,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Copper+Mug
Blue Pottery Plate,Organic Cotton,Festive Item,Gujarat,44x83x36,4620,"unique design, premium, eco-friendly",8308,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Blue+Pottery+Plate
Wooden Spice Box,Stone,Kitchenware,Odisha,27x82x47,3257,"premium, woven, unique design",11679,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Wooden+Spice+Box
Kantha Stitch Saree,Marble,Wall Art,Haryana,55x98x34,472,"vibrant, premium, traditional",3897,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kantha+Stitch+Saree
Jute Handbag,Pashmina Wool,Festive Item,Punjab,31x11x14,968,"natural dyes, heritage craft, minimal design",7333,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Jute+Handbag
Blue Pottery Plate,Marble,Home Decor,Punjab,27x81x33,3034,"minimal design, natural dyes, vibrant",8816,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Blue+Pottery+Plate
Palm Leaf Box,Copper,Spiritual Item,Uttar Pradesh,54x29x18,4618,"woven, cultural, sustainable",6593,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Palm+Leaf+Box
Handmade Diary,Stone,Kids Toy,West Bengal,79x13x49,3182,"hand-painted, vibrant, classic finish",7508,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handmade+Diary
Paper Mache Box,Handmade Paper,Wall Art,Chhattisgarh,39x10x58,2890,"traditional, hand-painted, premium",7474,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Paper+Mache+Box
Tribal Art Mask,Wool,Footwear,Assam,65x54x14,1311,"vibrant, eco-friendly, hand-painted",264,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Tribal+Art+Mask
Stone Carved Ganesha,Leather,Wall Art,Gujarat,30x25x36,4715,"artisan made, woven, minimal design",4884,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Stone+Carved+Ganesha
Brass Puja Thali,Organic Cotton,Jewellery,Chhattisgarh,31x17x20,2787,"artisan made, premium, lacquered",9925,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Brass+Puja+Thali
Rattan Lamp,Marble,Bags,Uttar Pradesh,52x14x19,1985,"heritage craft, handcrafted, embroidery",10280,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Rattan+Lamp
Phulkari Dupatta,Brass,Stationery,Tamil Nadu,21x28x52,2646,"cultural, boho style, embroidery",11369,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Phulkari+Dupatta
Clay Water Bottle,Pashmina Wool,Stationery,Karnataka,90x12x38,578,"artisan made, durable, eco-friendly",12004,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Clay+Water+Bottle
Phulkari Dupatta,Palm Leaf,Wall Art,Karnataka,59x34x15,722,"classic finish, woven, vibrant",5112,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Phulkari+Dupatta
Woolen Muffler,Cane,Wall Art,Maharashtra,88x30x41,347,"woven, cultural, traditional",8134,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Woolen+Muffler
Macrame Wall Hanging,Cotton Rope,Furniture Miniature,Haryana,83x100x6,2571,"premium, eco-friendly, handcrafted",1711,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Macrame+Wall+Hanging
Macrame Wall Hanging,Handmade Paper,Wall Art,Maharashtra,40x44x45,4399,"hand-painted, minimal design, embroidery",2945,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Macrame+Wall+Hanging
Wooden Keychain,Paper Mache,Jewellery,West Bengal,62x49x26,1723,"durable, handcrafted, unique design",11269,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Wooden+Keychain
Kalamkari Saree,Organic Cotton,Footwear,Assam,62x23x30,3935,"eco-friendly, tribal, classic finish",6973,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kalamkari+Saree
Kolhapuri Chappal,Organic Cotton,Jewellery,Karnataka,74x25x41,3076,"embroidery, vibrant, natural dyes",7342,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kolhapuri+Chappal
Jute Handbag,Cotton Rope,Furniture Miniature,Rajasthan,72x93x25,2704,"hand-painted, eco-friendly, cultural",6924,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Jute+Handbag
Clay Water Bottle,Copper,Home Decor,Madhya Pradesh,45x100x22,4572,"boho style, vibrant, classic finish",4882,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Clay+Water+Bottle
Macrame Wall Hanging,Silk,Accessories,Assam,80x47x57,1502,"lacquered, premium, cultural",4151,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Macrame+Wall+Hanging
Handmade Diary,Paper Mache,Kids Toy,Goa,64x25x10,1123,"natural dyes, unique design, heritage craft",10679,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handmade+Diary
Dhokra Figurine,Cotton,Footwear,Kashmir,54x76x22,4250,"embroidery, vibrant, heritage craft",4952,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Dhokra+Figurine
Kantha Stitch Saree,Quartz,Wall Art,Odisha,32x66x9,4738,"durable, minimal design, classic finish",14918,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kantha+Stitch+Saree
Wooden Spice Box,Quartz,Festive Item,Gujarat,24x42x15,1220,"cultural, boho style, artisan made",4076,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Wooden+Spice+Box
Bamboo Basket,Wool,Kids Toy,Gujarat,74x80x42,4598,"durable, heritage craft, classic finish",11803,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Bamboo+Basket
Madhubani Painting,Copper,Accessories,Delhi,38x49x19,3444,"durable, vibrant, hand-painted",11763,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Madhubani+Painting
Warli Art Canvas,Copper,Footwear,Delhi,13x13x25,2513,"unique design, handcrafted, durable",6530,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Warli+Art+Canvas
Kolhapuri Chappal,Copper,Kitchenware,Punjab,25x72x45,332,"woven, lacquered, premium",11672,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kolhapuri+Chappal
Blue Pottery Plate,Bamboo,Home Decor,West Bengal,85x12x38,3167,"hand-painted, unique design, premium",2157,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Blue+Pottery+Plate
Handwoven Basket,Canvas,Furniture Miniature,Maharashtra,63x33x24,3387,"natural dyes, sustainable, classic finish",14936,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handwoven+Basket
Block Print Bedsheet,Copper,Home Decor,Bihar,92x19x6,4107,"lacquered, vibrant, embroidery",12943,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Block+Print+Bedsheet
Kalamkari Saree,Marble,Clothing,Kashmir,53x58x21,3398,"natural dyes, embroidery, classic finish",6166,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kalamkari+Saree
Phulkari Dupatta,Cotton,Decor,Rajasthan,53x84x9,3163,"eco-friendly, woven, traditional",5049,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Phulkari+Dupatta
Warli Art Canvas,Cotton Rope,Festive Item,Gujarat,24x24x21,2036,"cultural, boho style, classic finish",2231,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Warli+Art+Canvas
Clay Water Bottle,Handmade Paper,Kitchenware,Uttar Pradesh,33x42x6,1782,"durable, hand-painted, unique design",830,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Clay+Water+Bottle
Handcrafted Wind Chime,Handmade Paper,Furniture Miniature,Haryana,62x51x13,1335,"vibrant, sustainable, lacquered",7520,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handcrafted+Wind+Chime
Macrame Wall Hanging,Pashmina Wool,Spiritual Item,Goa,56x60x36,4484,"minimal design, hand-painted, embroidery",12072,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Macrame+Wall+Hanging
Kantha Stitch Saree,Stone,Kids Toy,Rajasthan,71x96x54,1815,"vibrant, hand-painted, eco-friendly",14849,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kantha+Stitch+Saree
Cane Chair Miniature,Stone,Decor,Delhi,45x95x57,2834,"eco-friendly, embroidery, cultural",176,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Cane+Chair+Miniature
Madhubani Painting,Organic Cotton,Spiritual Item,Karnataka,73x46x48,234,"heritage craft, durable, premium",14916,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Madhubani+Painting
Terracotta Pot,Brass,Furniture Miniature,Kerala,25x79x27,2248,"classic finish, tribal, woven",8717,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Terracotta+Pot
Paper Mache Box,Paper Mache,Stationery,Rajasthan,76x21x17,990,"traditional, minimal design, handcrafted",2375,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Paper+Mache+Box
Brass Idol,Jute,Clothing,Bihar,45x78x47,4056,"eco-friendly, handcrafted, traditional",3776,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Brass+Idol
Macrame Wall Hanging,Wool,Clothing,Gujarat,33x90x16,4574,"sustainable, durable, heritage craft",7901,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Macrame+Wall+Hanging
Handloom Kurta,Stone,Spiritual Item,Kashmir,61x87x20,2702,"vibrant, embroidery, premium",9222,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handloom+Kurta
Pashmina Shawl,Copper,Clothing,Kashmir,96x98x56,2639,"boho style, artisan made, woven",9257,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Pashmina+Shawl
Dhokra Figurine,Wool,Stationery,Madhya Pradesh,80x61x29,3305,"cultural, boho style, natural dyes",5657,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Dhokra+Figurine
Warli Art Canvas,Marble,Kitchenware,Maharashtra,13x78x25,2696,"boho style, artisan made, tribal",243,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Warli+Art+Canvas
Clay Diya Set,Jute,Accessories,Uttar Pradesh,61x94x47,4494,"cultural, embroidery, handcrafted",12216,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Clay+Diya+Set
Terracotta Pot,Pashmina Wool,Festive Item,Maharashtra,20x69x17,1066,"tribal, traditional, lacquered",12116,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Terracotta+Pot
Woolen Muffler,Wool,Decor,Gujarat,63x46x43,3696,"premium, tribal, classic finish",10979,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Woolen+Muffler
Madhubani Painting,Jute,Accessories,Maharashtra,66x62x32,328,"unique design, boho style, minimal design",1848,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Madhubani+Painting
Channapatna Toy,Wool,Footwear,Rajasthan,24x50x33,4351,"premium, minimal design, handcrafted",11695,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Channapatna+Toy
Jute Table Mat,Handmade Paper,Stationery,Gujarat,95x42x31,3922,"unique design, durable, heritage craft",12075,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Jute+Table+Mat
Phulkari Dupatta,Paper Mache,Kitchenware,Punjab,93x97x48,733,"natural dyes, eco-friendly, vibrant",6393,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Phulkari+Dupatta
Handwoven Carpet,Cotton Rope,Footwear,Kashmir,99x19x6,2486,"premium, sustainable, durable",9323,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handwoven+Carpet
